channel_name,Title,Video_id,Published_date,Month,Views,Likes,Comments,Duration
Ben Gravy,Tropical Storm Odette in New Jersey,QJtFlxx91H8,2021-09-25 14:00:11+00:00,Sep,18559,763,116,0 days 00:15:12
Ben Gravy,Kolohe Andino Loves Novelty Waves,vZtbAC79c2o,2021-09-23 15:30:06+00:00,Sep,26608,810,63,0 days 00:19:06
Ben Gravy,We Bought a NEW House!?,xl76LCe9h34,2021-09-21 14:00:32+00:00,Sep,59935,2600,384,0 days 00:16:18
Ben Gravy,New Jersey Outer Reef w/ Jamie Obrien (Hurricane Larry),c526sdUvPHg,2021-09-19 14:00:30+00:00,Sep,68497,2521,309,0 days 00:13:50
Ben Gravy,Hurricane Larry Absolutely Pumping in New Jersey,Ks-rlrZwtJU,2021-09-16 14:00:16+00:00,Sep,41156,1452,246,0 days 00:19:19
Ben Gravy,"""Swell of the Year"" Hurricane Larry is GNARLY!",ZVxylrI8od8,2021-09-14 14:00:12+00:00,Sep,38131,1355,182,0 days 00:17:33
Ben Gravy,Hurricane Larry Front Runners FOR THE DREAM!!,Rwwg9B8g7GQ,2021-09-12 14:00:12+00:00,Sep,34496,1184,147,0 days 00:19:50
Ben Gravy,Jamie Obrien BLEW IT,l5wPzWx0214,2021-09-08 18:00:24+00:00,Sep,49790,1691,226,0 days 00:16:30
Ben Gravy,Incoming Swell of the Year!?,8riE1vhqOKM,2021-09-06 14:20:51+00:00,Sep,44196,1428,179,0 days 00:17:39
Ben Gravy,Hurricane Ida HITS the East Coast,EOt9tFx3G0o,2021-09-04 14:07:26+00:00,Sep,26734,919,107,0 days 00:23:00
Ben Gravy,Destructive Hurricane Ida pushes Through the Gulf of Mexico,w0HYd6cJ1Hs,2021-09-02 14:00:24+00:00,Sep,37660,1186,128,0 days 00:19:46
Ben Gravy,Hurricane Ida HITS the Gulf of Mexico PUMPING SURF,-3zCyMZczYM,2021-08-31 13:55:58+00:00,Aug,50446,1719,222,0 days 00:18:06
Ben Gravy,GLASSY Glassy DREAMS,VT1G_gvcIaU,2021-08-29 14:00:09+00:00,Aug,22298,944,79,0 days 00:15:56
Ben Gravy,Hurricane Henri Leftovers PUMPING,nv4fcXyYw1M,2021-08-27 14:00:17+00:00,Aug,23832,1121,146,0 days 00:20:32
Ben Gravy,Historic Hurricane SURF in Virginia Beach for RED BULL FOAM WRECKERS,GRUXq21Ylh0,2021-08-25 14:00:06+00:00,Aug,84153,1578,202,0 days 00:26:03
Ben Gravy,Hurricane Henri HITS the East Coast,XWtiFzlz9T8,2021-08-23 14:00:10+00:00,Aug,36792,1249,148,0 days 00:22:20
Ben Gravy,Hurricane Henri Front Runners FULLY NUKING!,Alov0AfKsDs,2021-08-21 14:00:02+00:00,Aug,59192,1784,227,0 days 00:21:40
Ben Gravy,I BOUGHT MY WIFE A CHANEL HANDBAG!?,e4ZOZ-tDEzw,2021-08-19 14:00:22+00:00,Aug,23288,1247,171,0 days 00:20:16
Ben Gravy,Most Epic Surf Event EVER visits Atlantic City! Red Bull Foam Wreckers,boXEX2k_JuU,2021-08-17 18:07:44+00:00,Aug,19835,844,113,0 days 00:19:50
Ben Gravy,Foot Injury Update: Worse than I Thought...,koEhNRRr118,2021-08-15 18:00:29+00:00,Aug,27621,1049,172,0 days 00:25:57
Ben Gravy,I got INJURED at the Wedge (Stitches),4vF93zQV2Hk,2021-08-12 18:00:02+00:00,Aug,40803,2017,294,0 days 00:15:19
Ben Gravy,Perfect Waves at THE WEDGE!,QDdV-IQW2fo,2021-08-10 14:00:08+00:00,Aug,33208,1454,169,0 days 00:14:23
Ben Gravy,Pumping Ledges in California,9htL1I3ZhJ8,2021-08-08 14:00:03+00:00,Aug,33793,1098,129,0 days 00:21:16
Ben Gravy,Great White Shark Clears the Line Up while Surfing in San Diego,JQXcNe7z00s,2021-08-06 14:00:20+00:00,Aug,54669,2114,309,0 days 00:13:53
Ben Gravy,Pumping Lower Trestles w/ Kalani Robb,z58w8ox8Fo8,2021-08-04 18:00:31+00:00,Aug,56829,1723,193,0 days 00:16:05
Ben Gravy,Surfing in Shark Infested Waters in California,RCt8QwBhhwI,2021-08-03 18:00:07+00:00,Aug,112836,2018,281,0 days 00:22:42
Ben Gravy,This is a DREAM come True!,8Le1ckorEAE,2021-08-01 18:00:03+00:00,Aug,46665,1477,166,0 days 00:21:34
Ben Gravy,No Wind = Perfect Glass Conditions!,ewGLz5US2WM,2021-07-29 12:54:30+00:00,Jul,29905,1069,141,0 days 00:19:47
Ben Gravy,My Fiance's Best Surf Ever!,sAmdIRViqQw,2021-07-27 14:00:33+00:00,Jul,24963,1049,177,0 days 00:21:17
Ben Gravy,The Mile Long Miracle w/ Jamie Obrien,quABckdB2B0,2021-07-25 17:23:18+00:00,Jul,21385,767,128,0 days 00:25:51
Ben Gravy,El Slammo Mega Session w/ Jamie Obrien,gnLlMgiYHbc,2021-07-22 19:00:13+00:00,Jul,30903,1073,161,0 days 00:17:23
Ben Gravy,Jamie Obrien surfs The Longest Wave in New Jersey,ycBUQRgGa04,2021-07-20 19:00:16+00:00,Jul,32480,1110,141,0 days 00:22:23
Ben Gravy,Jamie Obrien vs El Slammo on Swell of the Century,Pu8ap6o0HnY,2021-07-19 19:00:06+00:00,Jul,42571,1473,157,0 days 00:14:40
Ben Gravy,Jamie Obrien visits New Jersey for Mega Swell,k2gEkmoJ-ww,2021-07-15 18:00:12+00:00,Jul,84089,2956,245,0 days 00:16:36
Ben Gravy,What it's Like to Wipe Out on a 30ft Wave (My Biggest Wipe Out Ever),1ykcO-5Xa-w,2021-07-13 18:00:00+00:00,Jul,44122,2285,231,0 days 00:13:56
Ben Gravy,Bombing Outer Reef Surfing in New Jersey (Hurricane Elsa),lLuU-oA5HYA,2021-07-11 17:49:24+00:00,Jul,141550,2354,412,0 days 00:24:32
Ben Gravy,Why'd I let My Brother Drive My NEW Jet Ski!? (Bad Idea),kxmw6rRbGYQ,2021-07-10 14:00:16+00:00,Jul,28459,731,94,0 days 00:21:07
Ben Gravy,Jet Ski Step Off Surfing 2 Miles out to Sea,DQgim6RJnPQ,2021-07-07 14:00:05+00:00,Jul,27284,1128,148,0 days 00:20:15
Ben Gravy,New Jersey is FIRING! Unbelievable Summer Surf,rkBb6Qzda0I,2021-07-05 14:00:16+00:00,Jul,37248,1287,173,0 days 00:20:11
Ben Gravy,Tow Surfing in a Wave Pool!?,EetIxcbUH5Q,2021-07-03 14:00:18+00:00,Jul,20340,721,83,0 days 00:20:26
Ben Gravy,MOST EPIC Surf Event EVER in New Jersey! Red Bull Foam Wreckers,WoxZQygim4k,2021-07-01 14:00:11+00:00,Jul,51929,1403,169,0 days 00:30:01
Ben Gravy,Kalani Robb almost DIED FERRY SURFING (Redemption),-1J1RhzsuS0,2021-06-29 14:00:00+00:00,Jun,52913,1338,141,0 days 00:18:19
Ben Gravy,"Surfer's Rescue Drowning Swimmer in Ocean City, Maryland KALANI ROBB",qQFSjzH9MOo,2021-06-27 14:00:14+00:00,Jun,94043,2361,373,0 days 00:17:48
Ben Gravy,Top Secret Novelty Wave in Albany NEW YORK!?,LfCavp0IqmQ,2021-06-25 14:00:07+00:00,Jun,20126,720,105,0 days 00:19:02
Ben Gravy,Tropical Storm Claudette in New Jersey,-8o-OLATMpk,2021-06-24 14:00:00+00:00,Jun,38807,1180,111,0 days 00:23:50
Ben Gravy,My First Time Riding an Asymmetrical Surfboard,5Lm-IelSLHY,2021-06-23 14:00:04+00:00,Jun,28411,766,77,0 days 00:15:58
Ben Gravy,El Slammo goes OFF ! West Oz Slabs,upXADdUAU1c,2021-06-21 14:00:19+00:00,Jun,19349,652,134,0 days 00:17:57
Ben Gravy,"Testing My Finless 4'6"" Channel Bottom Surfboard",Y2YK-Ns4ABU,2021-06-19 14:00:20+00:00,Jun,33395,880,158,0 days 00:18:02
Ben Gravy,Major Score at EL SLAMMO!,D2sNK60KeIg,2021-06-17 14:00:04+00:00,Jun,22633,934,154,0 days 00:24:35
Ben Gravy,How did WE Find this DREAM!!?,xQay0xzxxa0,2021-06-15 15:00:33+00:00,Jun,20627,766,127,0 days 00:22:45
Ben Gravy,I Just CRASHED My BRAND NEW Jet Ski...Destroyed?,jsfx4qOTlyk,2021-06-13 15:09:19+00:00,Jun,30858,1251,199,0 days 00:19:44
Ben Gravy,My Wetsuit SAVED this Surfer's LIFE (Serious Injury),uRiqBPvKOjU,2021-06-11 16:03:39+00:00,Jun,23937,960,175,0 days 00:17:43
Ben Gravy,Biggest BEST & Cleanest Ferry Wave of ALL TIME!? NJ to NY Ferry,vkl3KEK_Ozc,2021-06-09 14:00:32+00:00,Jun,176056,1720,238,0 days 00:15:57
Ben Gravy,First Day Out on NEW Jet Ski! (Sea-Doo GTX 170),LGGgecfoItQ,2021-06-07 14:00:15+00:00,Jun,39724,1427,189,0 days 00:19:23
Ben Gravy,THIS is the Absolute DREAM!!,C3D7NaooQ8c,2021-06-04 14:00:09+00:00,Jun,30092,886,130,0 days 00:18:33
Ben Gravy,"I BOUGHT a JET SKI!! Big Waves, Tankers, Novelty!? (Sea-Doo GTX 170)",6431kqyDXNo,2021-06-02 14:00:02+00:00,Jun,42701,1317,232,0 days 00:17:48
Ben Gravy,El Slammo just went NEXT LEVEL!?,PzXkYfxekZ4,2021-05-31 18:00:04+00:00,May,35992,1368,294,0 days 00:17:37
Ben Gravy,I Can't BELIEVE I Pulled This OFF!?,-1s_GSB-ma8,2021-05-30 14:00:00+00:00,May,22621,1205,176,0 days 00:19:57
Ben Gravy,"The BEST Surf Event EVER!! Red Bull Foam Wreckers Waco, Texas!",68Znh2C2XQg,2021-05-27 15:30:00+00:00,May,61568,1505,227,0 days 00:23:07
Ben Gravy,Everything is BIGGER in TEXAS!,Ehg8SG36Z_A,2021-05-26 14:00:05+00:00,May,25410,1092,109,0 days 00:18:32
Ben Gravy,My First Time Surfing the Texas Gulf Coast!,zc1sassOV4o,2021-05-24 15:00:33+00:00,May,48847,1636,207,0 days 00:12:36
Ben Gravy,The LONGEST Wave in Texas!,xKps3I0YujM,2021-05-23 14:00:31+00:00,May,35635,1233,142,0 days 00:26:53
Ben Gravy,The Road to Red Bull Foam Wreckers!,NyP1R_OZXYs,2021-05-20 14:00:16+00:00,May,38043,1247,131,0 days 00:19:51
Ben Gravy,How did We find THIS Dream!? Nuking Midwest!,fXwHIzyA6lE,2021-05-18 17:00:13+00:00,May,30467,1105,183,0 days 00:19:19
Ben Gravy,We Found the DREAM in the Midwest!,snhg_jx6Zio,2021-05-17 17:00:32+00:00,May,46297,1284,193,0 days 00:23:56
Ben Gravy,The Road to Waco (Part 1),o5o4wuA9OUA,2021-05-15 14:00:16+00:00,May,31530,884,143,0 days 00:29:34
Ben Gravy,BEST Wave Pool Experience of my LIFE!,BJc6fJlhiqs,2021-05-13 18:00:03+00:00,May,21147,810,124,0 days 00:20:08
Ben Gravy,Reacting to Myself at Rock Bottom (Drunk & Fat) CRINGE,7dxnGfrYKW8,2021-05-12 14:30:01+00:00,May,63762,2663,394,0 days 00:15:11
Ben Gravy,New Jersey Spring Swell goes OFF!,1i8TEGj49-w,2021-05-11 14:00:02+00:00,May,19145,696,125,0 days 00:22:52
Ben Gravy,KOOK OF THE DAY!,5ULrvMGfFqg,2021-05-09 14:00:02+00:00,May,23207,962,243,0 days 00:25:02
Ben Gravy,Is THIS the FUTURE of Semi Pro SURFING!?,VnPGHBviJXs,2021-05-07 14:00:27+00:00,May,19611,763,162,0 days 00:23:43
Ben Gravy,HEAVY Water on the Winooski River Vermont SURFING!,mRBAKOc62eM,2021-05-05 14:00:35+00:00,May,22558,861,218,0 days 00:29:40
Ben Gravy,First Time Surfing the 1985 Hot Buttered Surfboard! ($150),qkOtzw-Vm2c,2021-05-03 14:00:15+00:00,May,26641,769,134,0 days 00:23:10
Ben Gravy,I got Pounded by a Super Local!?,V0jnC8dX1Ps,2021-05-01 14:00:20+00:00,May,26781,855,180,0 days 00:21:27
Ben Gravy,This is the BEST Ferry Wave in America!,qxVbM8UogW8,2021-04-29 15:45:01+00:00,Apr,23722,976,190,0 days 00:22:44
Ben Gravy,BEST Day of the Year!,-64HisU0gpA,2021-04-27 14:00:00+00:00,Apr,39323,1075,238,0 days 00:30:28
Ben Gravy,Can I Even Make the Drop!?,4WpsfKhVjdQ,2021-04-25 14:00:01+00:00,Apr,17463,779,82,0 days 00:16:38
Ben Gravy,Swell of the Spring at El Slammo!,-U6cWge8f_0,2021-04-22 23:00:00+00:00,Apr,23978,942,204,0 days 00:13:08
Ben Gravy,The Quest for the Holy Sandbar,5VKB2EULh5w,2021-04-22 01:00:00+00:00,Apr,18178,831,139,0 days 00:11:07
Ben Gravy,Best Wave Pool Experience Yet!,ieiaP_0wP7c,2021-04-20 14:00:13+00:00,Apr,34928,890,124,0 days 00:17:03
Ben Gravy,WE ALMOST DIED TANKER SURFING,Obga-q0ARCo,2021-04-18 14:00:07+00:00,Apr,28075,919,255,0 days 00:22:08
Ben Gravy,Opening Day El Slammo 2021! (Mutant Surf),nRv0HpED0tE,2021-04-16 14:00:30+00:00,Apr,26976,919,250,0 days 00:21:37
Ben Gravy,The Phenomenon is Real!?,HgCK9bfMEJQ,2021-04-14 15:00:07+00:00,Apr,32465,1037,129,0 days 00:21:14
Ben Gravy,Channeling My Inner Rob Machado,8_WMg1W1LTg,2021-04-12 14:00:03+00:00,Apr,34982,1127,135,0 days 00:17:53
Ben Gravy,Early Season WEDGE going Bonkers!,JDp2oFNHEzQ,2021-04-10 14:00:04+00:00,Apr,38876,1345,152,0 days 00:16:38
Ben Gravy,Fiberglass Alaia surfboard (12 Liters of Volume),hu_E9VQ37D0,2021-04-08 14:00:22+00:00,Apr,33256,941,152,0 days 00:16:30
Ben Gravy,BIG TIME Cliff Wave w/ Poopies,p1zJPl-IJSU,2021-04-06 14:00:30+00:00,Apr,29647,1143,136,0 days 00:14:25
Ben Gravy,Weirdest Wave in SoCal!?,it1dlPWDQUQ,2021-04-04 14:00:26+00:00,Apr,27866,938,174,0 days 00:17:43
Ben Gravy,You MIGHT NOT Want to Surf This Wave,G1S0b5lJHGw,2021-04-02 14:00:12+00:00,Apr,36229,1281,205,0 days 00:23:25
Ben Gravy,First Time Surfing SoCal RIVER WAVE! (Kicked out by Lifeguards),R4b-AaLWkh4,2021-03-31 14:00:11+00:00,Mar,38632,1066,161,0 days 00:16:09
Ben Gravy,"My First Time Surfing Rincon, CA!",c5Evc40Oa5w,2021-03-30 14:00:08+00:00,Mar,56120,1846,321,0 days 00:17:56
Ben Gravy,BEST Wave Pool Experience EVER! Kelly Slater Surf Ranch w/ Casey Neistat,HEGdZfTKdwY,2021-03-28 20:00:01+00:00,Mar,124415,2471,324,0 days 00:39:12
Ben Gravy,Tanker Surfing in Philadelphia! Myth or Miracle!?,YgU-uKkZV8U,2021-03-27 14:00:07+00:00,Mar,34282,1152,195,0 days 00:33:19
Ben Gravy,BIG Nor'Easter Hits NEW JERSEY!,EKSk__NEyZc,2021-03-25 14:00:03+00:00,Mar,30954,995,98,0 days 00:12:59
Ben Gravy,I Got SEA LICE all Over !? (Gnarly Rash),bYlPZQavq6I,2021-03-23 14:00:23+00:00,Mar,61868,1585,266,0 days 00:20:04
Ben Gravy,Creating & SURFING a DIY Plywood Surfboard,0blqPe_UxYw,2021-03-21 14:00:00+00:00,Mar,114879,2171,290,0 days 00:22:15
Ben Gravy,This is What it's ALL ABOUT!!,Rd8leixRxkI,2021-03-19 14:00:13+00:00,Mar,29011,1269,135,0 days 00:15:56
Ben Gravy,We FOUND IT! Perfect Waves,Ee0kVCWu_zY,2021-03-17 14:00:14+00:00,Mar,41001,1369,218,0 days 00:20:13
Ben Gravy,The Point Break DREAM is Real!?,Q26YeOlMRuY,2021-03-15 14:00:09+00:00,Mar,32318,1287,146,0 days 00:19:29
Ben Gravy,BEST Caribbean Novelty SCORE EVER!? (Mini Indo),_kVXAg31hgI,2021-03-13 15:00:10+00:00,Mar,48938,1979,551,0 days 00:21:52
Ben Gravy,This IS Paradise!,KOuGYLFZ0CQ,2021-03-03 15:00:06+00:00,Mar,34670,1138,215,0 days 00:23:05
Ben Gravy,The Dry Reef DREAM is Real!?,2IZLTLw-JuY,2021-03-01 15:00:00+00:00,Mar,46536,1477,253,0 days 00:22:07
Ben Gravy,We Made It to Paradise!,XrWz2fAz5JU,2021-02-27 15:46:20+00:00,Feb,40334,1472,214,0 days 00:20:35
Ben Gravy,The DREAM is Real! (Wave of the Day),OMU-xLM1gRA,2021-02-25 15:00:17+00:00,Feb,33900,1335,212,0 days 00:22:06
Ben Gravy,The NEW New Jersey WAVE POOL is BACK!?,ImixZ169azM,2021-02-23 15:00:15+00:00,Feb,42366,1538,244,0 days 00:22:58
Ben Gravy,Best Ferry Wave Yet!? W/ Blair Conklin,Unykoxz_DY8,2021-02-21 15:00:10+00:00,Feb,26884,1053,170,0 days 00:21:43
Ben Gravy,First Time Surfing w/ Snow on the Beach!,ePrCAPN7dqE,2021-02-18 23:33:53+00:00,Feb,36045,1193,275,0 days 00:21:35
Ben Gravy,Trump Plaza Building Collapsed while I was Surfing!?,zubfvPJi5Yw,2021-02-17 22:47:55+00:00,Feb,57673,2678,417,0 days 00:11:15
Ben Gravy,Longest Ferry Wave of my Life!? FOR THE DREAM!!,PljqIMGBT1I,2021-02-16 15:00:18+00:00,Feb,21593,1061,148,0 days 00:15:07
Ben Gravy,Mega Tanker Wave Surfing in South Carolina (BIGGEST WAVES YET!),1xGmh1l0jg0,2021-02-14 15:00:01+00:00,Feb,467528,5861,466,0 days 00:31:27
Ben Gravy,Pipeline visits New Jersey!? (WINTER STORM ORLENA!),PtRsVJTyEzA,2021-02-12 15:00:08+00:00,Feb,86806,1885,284,0 days 00:21:54
Ben Gravy,Winter Storm Orlena SLAMS New Jersey!,DY9hLha4Quw,2021-02-10 15:00:04+00:00,Feb,62421,2168,318,0 days 00:25:02
Ben Gravy,Last Day in Hawaii 2021,KvchOmnqYEk,2021-02-08 15:00:05+00:00,Feb,54967,2680,329,0 days 00:15:38
Ben Gravy,Surfing W/ Eric Koston in Hawaii,pEuR2CDyG48,2021-02-06 15:00:16+00:00,Feb,59694,1774,222,0 days 00:25:15
Ben Gravy,Surfing Pipeline w/ Jamie Obrien (The Dream!),YMrvviyl_AI,2021-02-04 15:00:11+00:00,Feb,117960,3739,499,0 days 00:22:24
Ben Gravy,20ft Savage Surf at Waimea Bay,pt_JYb2knTQ,2021-02-02 15:00:33+00:00,Feb,55390,2135,244,0 days 00:13:51
Ben Gravy,North Shore Hawaii Novelty Wave Dreams!,8U-YyIQ7rR0,2021-01-31 15:00:09+00:00,Jan,38243,1276,232,0 days 00:16:09
Ben Gravy,MY First Time SURFING Pipeline on a Soft Top!!?,v0uKLH3FUJY,2021-01-29 14:58:35+00:00,Jan,59332,1572,224,0 days 00:17:34
Ben Gravy,North Shore Hawaii Sandbar Dreams!,8Um_mX4r7lw,2021-01-27 16:32:25+00:00,Jan,59177,1585,191,0 days 00:15:27
Ben Gravy,Massive Waimea River Surfing (Middle of the Night),4d1cpzgXjlw,2021-01-25 19:00:00+00:00,Jan,50728,1911,213,0 days 00:17:26
Ben Gravy,Jamie Obrien & Tina Cohen CALLED ME OUT!?,T_x1o8S8Ql4,2021-01-23 15:00:22+00:00,Jan,58499,2120,206,0 days 00:14:51
Ben Gravy,Tow Surfing 50ft+ Hawaii Biggest Swell in Years (I'm Terrified),3WLSA8CQR1c,2021-01-21 19:00:01+00:00,Jan,256617,8099,1066,0 days 00:21:59
Ben Gravy,Massive North Shore Surf Novelty Wave!,G-C-m99zfBE,2021-01-20 15:00:06+00:00,Jan,44702,1877,206,0 days 00:18:26
Ben Gravy,Surfing BIG Backwash OUT towards Massive Pipeline w/ Jamie Obrien,UN5QIhWxHpU,2021-01-18 19:00:06+00:00,Jan,55461,2052,185,0 days 00:17:23
Ben Gravy,Injury Update from Hawaii,Cceu5ksRIBc,2021-01-17 15:00:09+00:00,Jan,54922,1980,251,0 days 00:12:00
Ben Gravy,Massive Waves on the North Shore (& I got Injured),IknhmFYTuNA,2021-01-15 15:34:50+00:00,Jan,61316,1772,220,0 days 00:16:45
Ben Gravy,Surfing a Building Swell in Hawaii,mdjZSnriXA8,2021-01-14 15:00:30+00:00,Jan,41255,1496,251,0 days 00:14:15
Ben Gravy,First Day in Hawaii 2021!,tn4HtzP9pWw,2021-01-13 15:37:32+00:00,Jan,51829,2135,314,0 days 00:18:06
Ben Gravy,Will We Make it to Hawaii!?,K0VdxiFQ00U,2021-01-09 15:00:12+00:00,Jan,24644,1006,160,0 days 00:15:25
Ben Gravy,The Peak is Real!,4hNYKy_1OCI,2021-01-07 15:00:04+00:00,Jan,24670,1006,204,0 days 00:14:17
Ben Gravy,THIS IS THE DREAM! (Perfect Surf ),uXrXp-Cijow,2021-01-06 15:00:32+00:00,Jan,23692,1162,131,0 days 00:14:55
Ben Gravy,2021 Pineapple Twynnzer is Next Level!?,NXwID0ci5GY,2021-01-05 15:00:12+00:00,Jan,20689,937,211,0 days 00:12:43
Ben Gravy,Soft Top Shaped into Fiberglass Surfboard Test (Round 2),5oKiKPfXatc,2021-01-03 15:00:02+00:00,Jan,30324,1147,208,0 days 00:11:57
Ben Gravy,Biggest & Best Ferry Wave Ever!?,9xzGDRsyqh0,2021-01-01 15:00:03+00:00,Jan,89584,1460,156,0 days 00:21:31
Ben Gravy,The Other New Jersey Wave Pool!,NNeTbvRE6B8,2020-12-29 16:15:11+00:00,Dec,26418,980,150,0 days 00:16:34
Ben Gravy,Headed to Hawaii!,15C-u34Kw28,2020-12-28 15:00:00+00:00,Dec,34161,1315,431,0 days 00:13:38
Ben Gravy,Shaping My Soft Top into a Fiberglass Surfboard & Surfing it!,lsQp-Z2mKMY,2020-12-27 15:00:29+00:00,Dec,442097,5960,495,0 days 00:29:21
Ben Gravy,A Christmas Miracle in New Jersey!,GoakdLPb9uw,2020-12-26 15:00:04+00:00,Dec,35956,1151,285,0 days 00:22:43
Ben Gravy,Every Single Barrel of 2020,SufjaUat5Po,2020-12-22 15:00:23+00:00,Dec,32039,970,230,0 days 00:36:41
Ben Gravy,"NEW 5'8"" Twinzer Fish in Sub Zero Surf",XnwFiHQbUGk,2020-12-20 15:00:09+00:00,Dec,26370,1053,195,0 days 00:16:01
Ben Gravy,Winter Storm Gail Absolutely Pumps! (& I Get Injured),CyCjwNj8k3c,2020-12-17 21:11:42+00:00,Dec,44592,1424,280,0 days 00:22:01
Ben Gravy,Keeping the Dream Alive!?,NCx8s4ldbUU,2020-12-15 15:00:19+00:00,Dec,22485,1027,240,0 days 00:22:38
Ben Gravy,Chronicles of the Gnarly Guys | Pacific Northwest,ogI_G86XCEY,2020-12-13 15:00:13+00:00,Dec,67772,2268,357,0 days 00:27:10
Ben Gravy,The Biggest Barrel of My Life! (Fully Nuking),MR3zKyt4Zt0,2020-12-10 15:00:13+00:00,Dec,52873,1766,342,0 days 00:25:01
Ben Gravy,My First Time Paddle Surfing BIG WAVES (25ft+ SURF),PDbmwgi8ceI,2020-12-08 15:00:15+00:00,Dec,87980,3248,554,0 days 00:14:02
Ben Gravy,My First Time BIG WAVE Surfing 25ft+ SURF!? (I'm Tripping),vLrlNo_a9Jw,2020-12-06 15:00:18+00:00,Dec,75200,2930,548,0 days 00:17:32
Ben Gravy,Big Wave Tow In Training,sYwy5tuTDK8,2020-12-04 15:00:33+00:00,Dec,33597,1350,213,0 days 00:15:35
Ben Gravy,My First Time Tow Surfing (I'm Terrified),m576xjYVE04,2020-12-02 15:00:15+00:00,Dec,96722,3594,508,0 days 00:16:45
Ben Gravy,Big Wave Training in Oregon (I'm Scared),_fdD5sAFXnk,2020-12-01 15:00:10+00:00,Dec,78735,2469,458,0 days 00:28:09
Ben Gravy,"1981 Spectrum ""Pro Am"" Surfboard",ykHyxbXvdAQ,2020-11-29 15:00:14+00:00,Nov,25662,860,155,0 days 00:19:02
Ben Gravy,My Rock Bottom Life Change (Alcohol & Surfing),XnfziqZ0LRk,2020-11-27 15:00:09+00:00,Nov,60119,2483,487,0 days 00:30:29
Ben Gravy,Man-made Point Break goes Crispy Offshore,UCScFDu7-js,2020-11-25 15:00:47+00:00,Nov,16859,743,131,0 days 00:18:08
Ben Gravy,Cranking Surf HITS New Jersey!,y4CdVbuAxFk,2020-11-24 15:00:14+00:00,Nov,22228,872,182,0 days 00:23:32
Ben Gravy,The Great Lakes for Dummies w/ Ben Gravy,Yi8ALNU1-og,2020-11-22 15:00:09+00:00,Nov,31938,1602,206,0 days 00:14:51
Ben Gravy,Absolutely Pumping Surf on Lake Ontario!,-eRR46s0_To,2020-11-19 15:00:00+00:00,Nov,83648,1682,326,0 days 00:23:15
Ben Gravy,My First Time Surfing Lake Ontario,ZdUUlSmgtSE,2020-11-17 15:00:07+00:00,Nov,45480,1417,208,0 days 00:14:23
Ben Gravy,Man-made Point Break of Dreams!,QMC4DCrVVzk,2020-11-15 15:00:08+00:00,Nov,55614,1264,223,0 days 00:17:14
Ben Gravy,Surfing New York w/ Action Bronson!,0nmQbCKiTF4,2020-11-13 15:30:00+00:00,Nov,75935,2066,260,0 days 00:20:32
Ben Gravy,This Nearly Ended My Surfing Career,weC2Zn0Tsfs,2020-11-11 15:00:13+00:00,Nov,101947,2352,297,0 days 00:18:43
Ben Gravy,Man-made Point Break goes Off in New Jersey!,lHp1M7kLTnY,2020-11-09 15:00:11+00:00,Nov,113164,1658,509,0 days 00:13:08
Ben Gravy,Deepest Tube of my Life!,N1751lxVxY0,2020-11-08 15:00:04+00:00,Nov,25938,928,165,0 days 00:16:09
Ben Gravy,"My House Just Cost Me $200,000!?",ZibXijJl_wc,2020-11-07 15:00:37+00:00,Nov,23925,1072,262,0 days 00:19:57
Ben Gravy,El Draino is Real!,kMX4ug5bNyE,2020-11-05 15:00:12+00:00,Nov,30408,927,146,0 days 00:14:22
Ben Gravy,Great Lakes Fully Nuking Surf Trifecta!,pUfLgRUHBVw,2020-11-03 16:00:11+00:00,Nov,48549,1486,264,0 days 00:19:52
Ben Gravy,This IS the DREAM!!,xG-a5GDPiUk,2020-11-02 15:00:13+00:00,Nov,29286,1093,170,0 days 00:20:15
Ben Gravy,The Nuke is Real!,fFp3jLKjeiU,2020-11-01 14:00:14+00:00,Nov,21779,1047,173,0 days 00:14:16
Ben Gravy,Jamie Obrien Called Me Out!?,-FZ28XgJWvE,2020-10-29 15:30:00+00:00,Oct,57161,2663,400,0 days 00:10:36
Ben Gravy,Expectation vs Reality,JJRTuscswkg,2020-10-28 15:30:00+00:00,Oct,19215,894,174,0 days 00:14:45
Ben Gravy,Best El Slammo Classic EVER 2020!,toTIt0MPD-w,2020-10-27 15:30:02+00:00,Oct,56490,1477,232,0 days 00:37:38
Ben Gravy,It's still Pumping!? Hurricane Epsilon in NJ!,sSZa8tzxUEU,2020-10-26 14:00:19+00:00,Oct,26992,1006,177,0 days 00:21:31
Ben Gravy,Major Surf HITS New Jersey! Hurricane Epsilon,wkbnR5QE1mQ,2020-10-25 14:00:18+00:00,Oct,27920,1097,204,0 days 00:27:21
Ben Gravy,Hurricane Epsilon HITS New Jersey!,xfiXx-KJR_c,2020-10-23 14:00:30+00:00,Oct,24907,1138,196,0 days 00:17:26
Ben Gravy,KOOK of the Year!?,rvhg8sfdPbU,2020-10-22 14:00:18+00:00,Oct,20987,1393,368,0 days 00:16:27
Ben Gravy,Hurricane Epsilon front runners at El Slammo!,QZvZbAj_Xog,2020-10-21 14:00:11+00:00,Oct,18332,760,140,0 days 00:16:28
Ben Gravy,El Slammo goes MEGA out of Nowhere!?,TRFIPwpTAYY,2020-10-20 14:00:05+00:00,Oct,33816,1155,258,0 days 00:18:16
